L_space_fillings,name,census_knot,finite_fillings,longitude,non_L_space_fillings,thurston_norm,id
"[(1, 0), (-1, -1)]",v1550,False,"[(1, 0), (-1, -1)]","(88, 79)",[],53,2708
[],v1551,False,[],"(37, -16)",[],33,2709
"[(1, 0), (2, -1), (3, -2), (3, -1)]",v1552,False,"[(1, 0)]","(55, 4)",[],39,2710
"[(5, -1), (5, -2), (2, -3), (-4, -1), (-3, -1), (2, -1), (-2, -1), (3, -2), (-3, -2), (-1, -3), (3, -1), (-5, -1), (-1, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v1553,False,"[(1, 0)]","(43, 5)",[],19,2711
"[(1, 0), (-1, -1)]",v1554,False,"[(1, 0), (-1, -1)]","(11, 4)",[],11,2712
"[(0, -1), (-1, 1), (-1, 0)]",v1555,False,"[(0, -1), (-1, 1), (-1, 0)]","(33, -73)",[],75,2713
"[(0, -1), (1, 0), (-1, -1)]",v1556,False,"[(0, -1), (1, 0), (-1, -1)]","(25, 2)",[],44,2714
"[(1, 0)]",v1557,False,"[(1, 0)]","(95, 27)",[],65,2715
[],v1558,False,[],"(1, 8)",[],9,2716
"[(1, 0)]",v1559,False,"[(1, 0)]","(32, 23)",[],27,2717
"[(-1, 0)]",v1560,False,"[(-1, 0)]","(101, -57)",[],61,2718
"[(1, -1), (-1, 0)]",v1561,False,"[(1, -1), (-1, 0)]","(87, -83)",[],71,2719
"[(-1, 0)]",v1562,False,"[(-1, 0)]","(67, -5)",[],49,2720
"[(1, -1), (-1, 0)]",v1563,False,"[(1, -1), (-1, 0)]","(101, -34)",[],65,2721
"[(1, -1)]",v1564,False,"[(1, -1)]","(3, 2)","[(3, 1)]",3,2722
"[(5, -1), (5, -2), (3, -1), (1, 0), (1, -1), (4, -1)]",v1565,'K7_56',"[(1, 0), (1, -1)]","(59, 1)",[],41,2723
"[(-1, 0)]",v1566,False,"[(-1, 0)]","(86, -31)",[],59,2724
"[(-1, -1)]",v1567,False,"[(-1, -1)]","(87, 82)",[],59,2725
"[(-1, 0)]",v1568,False,"[(-1, 0)]","(49, -11)",[],39,2726
"[(0, -1), (-1, 1), (1, -2), (-1, 0)]",v1569,False,"[(0, -1), (-1, 1), (-1, 0)]","(57, -77)",[],69,2727
"[(1, 0), (-1, -1)]",v1570,False,"[(1, 0), (-1, -1)]","(23, 18)",[],34,2728
"[(-1, 0), (-3, -2), (-2, -3), (-1, -3), (-2, -1), (1, -3)]",v1571,False,"[(-1, 0)]","(59, -9)",[],35,2729
"[(2, -3), (-4, -1), (-3, -1), (3, -2), (-1, -4), (1, -4), (-1, 0)]",v1572,False,"[(-1, 0)]","(65, -21)","[(-4, 1), (3, -1)]",59,2730
"[(1, -1), (-1, 0)]",v1573,False,"[(1, -1), (-1, 0)]","(89, -76)",[],55,2731
"[(0, -1), (1, 0)]",v1574,False,"[(0, -1), (1, 0)]","(53, 47)",[],59,2732
"[(-4, -1), (-3, -1), (-3, 1), (-4, 1), (-1, 0)]",v1575,False,"[(-1, 0)]","(38, -29)","[(-2, 1), (-3, 2)]",49,2733
"[(1, -1), (-1, 0)]",v1576,False,"[(1, -1), (-1, 0)]","(95, -44)","[(2, -1)]",59,2734
"[(1, 0)]",v1577,False,"[(1, 0)]","(1, 1)","[(3, 2), (4, 1), (3, 1), (-2, -3), (-1, -3), (2, 1), (4, 3), (-1, -2), (5, 1), (5, 2)]",1,2735
[],v1578,False,[],"(1, -1)","[(1, -2)]",1,2736
"[(-1, 0)]",v1579,False,"[(-1, 0)]","(63, -59)",[],79,2737
"[(-3, -2), (-2, -1), (1, 0), (4, -1)]",v1580,False,"[(1, 0)]","(45, 7)","[(-4, -1), (-3, -1)]",31,2738
"[(1, -1), (-1, 0)]",v1581,False,"[(1, -1), (-1, 0)]","(79, -8)",[],63,2739
"[(-1, 0)]",v1582,False,"[(-1, 0)]","(47, -11)",[],33,2740
"[(-5, 1), (-4, -1), (-3, -2), (-2, -3), (-3, -1), (-1, -3), (-2, -1), (-1, 0)]",v1583,False,"[(-1, 0)]","(29, -31)","[(2, -3), (1, -3)]",47,2741
"[(-1, 0)]",v1584,False,"[(-1, 0)]","(36, -23)",[],37,2742
"[(3, -1), (2, -3), (-4, -3), (-1, -2), (3, -2), (-3, -2), (-2, -3), (-1, -3), (-2, -1), (1, 0), (4, -1), (-5, -3)]",v1585,False,"[(1, 0)]","(65, 22)","[(3, 1), (-5, -2), (5, 1), (4, 1)]",39,2743
"[(-1, 0), (-1, -1)]",v1586,False,"[(-1, 0), (-1, -1)]","(59, -16)","[(2, -1)]",53,2744
"[(1, 0)]",v1587,False,"[(1, 0)]","(79, 29)",[],55,2745
"[(1, -1)]",v1588,False,"[(1, -1)]","(41, 13)",[],39,2746
"[(-1, 0), (-3, -2), (-2, -3), (-1, -4), (-1, -3), (-4, 3), (0, -1), (-4, -1)]",v1589,False,"[(-1, 0), (0, -1)]","(46, -51)","[(1, -3), (2, -3), (1, -4)]",53,2747
[],v1590,False,[],"(10, -1)",[],11,2748
"[(1, 0)]",v1591,False,"[(1, 0)]","(12, 41)",[],49,2749
"[(0, -1), (-1, 0)]",v1592,False,"[(0, -1), (-1, 0)]","(59, -19)",[],49,2750
"[(1, 0)]",v1593,False,"[(1, 0)]","(51, 31)",[],35,2751
"[(-1, -1)]",v1594,False,"[(-1, -1)]","(43, 1)",[],47,2752
"[(-1, 0)]",v1595,False,"[(-1, 0)]","(13, -15)",[],23,2753
"[(0, -1), (-1, 0)]",v1596,False,"[(0, -1), (-1, 0)]","(57, -37)",[],57,2754
"[(0, -1)]",v1597,False,"[(0, -1)]","(74, 13)",[],85,2755
"[(-1, -1)]",v1598,False,"[(-1, -1)]","(86, 3)",[],91,2756
"[(1, 0), (1, -1)]",v1599,False,"[(1, 0), (1, -1)]","(57, 47)",[],73,2757
"[(1, -3), (1, -1), (1, -4)]",v1600,False,"[(1, -1)]","(32, -5)","[(4, -3), (3, -2)]",31,2758
"[(-5, -1), (-1, 0), (-1, -4), (-3, -2), (-2, -3), (-1, -3), (-5, -2), (-1, -2), (-4, -3), (0, -1)]",v1601,False,"[(-1, 0), (0, -1)]","(15, -26)","[(1, -3), (-3, 2), (-2, 3), (-4, 1), (1, -2)]",29,2759
"[(1, -1), (-1, 0)]",v1602,False,"[(1, -1), (-1, 0)]","(97, -61)",[],65,2760
"[(-3, -2), (-1, -1), (-2, -1), (-4, -3), (1, 0), (-5, -3)]",v1603,False,"[(-1, -1), (1, 0)]","(37, 11)","[(-3, -1), (-5, -2), (5, 1), (4, 1)]",25,2761
"[(1, 0), (1, -1)]",v1604,False,"[(1, 0), (1, -1)]","(17, 8)",[],32,2762
"[(-1, 0), (-5, -2), (-5, -1), (-4, -1)]",v1605,False,"[(-1, 0)]","(5, -17)","[(-1, 3), (-2, 1), (-5, 1), (-2, 3), (-1, -3), (-3, 1), (-4, 1), (-3, 2)]",31,2763
"[(0, -1)]",v1606,False,"[(0, -1)]","(34, -9)",[],41,2764
"[(-1, 0)]",v1607,False,"[(-1, 0)]","(17, -11)",[],23,2765
"[(1, 0), (-1, -1)]",v1608,False,"[(1, 0), (-1, -1)]","(85, 16)",[],75,2766
"[(0, -1), (-1, 0)]",v1609,False,"[(0, -1), (-1, 0)]","(9, -1)",[],19,2767
"[(-4, -1), (-3, -1), (-2, -1), (-2, -3), (-3, -2), (-1, -3), (-5, -1), (-1, -2), (-1, 0)]",v1610,False,"[(-1, 0)]","(45, -7)",[],27,2768
"[(-1, 0), (-2, -1)]",v1611,False,"[(-1, 0)]","(45, -19)",[],37,2769
"[(1, 0)]",v1612,False,"[(1, 0)]","(63, 5)",[],49,2770
"[(3, -2), (-3, -4), (3, 1), (-1, -1), (3, -1), (-2, -3), (1, 0), (4, 1), (4, -1)]",v1613,False,"[(-1, -1), (1, 0)]","(74, 31)","[(-4, -3), (-3, -2), (-2, -1)]",45,2771
"[(-4, -1), (-1, -4), (-1, 0)]",v1614,False,"[(-1, 0)]","(1, -2)","[(-2, 1), (-3, 1), (-2, 3), (-3, 2), (1, -3), (-4, 1)]",3,2772
"[(-1, 0)]",v1615,False,"[(-1, 0)]","(25, -29)",[],41,2773
"[(-1, -4), (0, -1), (-2, -3), (-1, -3), (-1, -2)]",v1616,False,"[(0, -1)]","(48, -11)",[],45,2774
"[(1, 0), (-1, -1)]",v1617,False,"[(1, 0), (-1, -1)]","(95, 31)",[],59,2775
"[(1, 0)]",v1618,False,"[(1, 0)]","(93, 17)",[],67,2776
"[(1, 0), (-1, -1)]",v1619,False,"[(1, 0), (-1, -1)]","(86, 29)",[],83,2777
"[(-4, -3), (-3, -2), (1, 0), (-1, -1)]",v1620,'K7_57',"[(1, 0), (-1, -1)]","(69, 1)",[],47,2778
"[(0, -1), (-1, 0)]",v1621,False,"[(0, -1), (-1, 0)]","(19, -1)",[],15,2779
"[(1, -1), (-1, 0)]",v1622,False,"[(1, -1), (-1, 0)]","(37, -8)",[],35,2780
"[(-1, 0), (-1, -1)]",v1623,False,"[(-1, 0), (-1, -1)]","(79, -17)",[],63,2781
"[(0, -1), (1, 0)]",v1624,False,"[(0, -1), (1, 0)]","(77, 65)",[],85,2782
"[(1, 0)]",v1625,False,"[(1, 0)]","(19, 25)",[],41,2783
"[(-1, 0), (2, -1)]",v1626,False,"[(-1, 0)]","(64, -17)","[(5, -2), (-5, 1), (3, -1), (-4, 1)]",41,2784
"[(0, -1), (-1, 1), (-1, 0)]",v1627,False,"[(0, -1), (-1, 1), (-1, 0)]","(64, -71)","[(2, -3)]",69,2785
"[(0, -1), (-1, -1)]",v1628,'K7_58',"[(0, -1), (-1, -1)]","(86, 85)",[],65,2786
"[(2, -3), (-4, -1), (-3, -2), (1, -1), (-2, -1), (-1, -3), (-2, -3), (1, -4), (-1, -2), (1, -3), (1, -2), (-3, -1), (-1, 0)]",v1629,False,"[(1, -1), (-1, 0)]","(21, -8)","[(2, -1), (3, -2), (-3, 1), (-4, 1)]",19,2787
"[(-1, 0)]",v1630,False,"[(-1, 0)]","(109, -33)",[],75,2788
"[(-1, 0)]",v1631,False,"[(-1, 0)]","(1, -1)","[(-3, 1)]",1,2789
"[(2, -3), (2, -1), (3, -1), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v1632,False,"[(1, 0)]","(1, 1)","[(-1, -3)]",1,2790
"[(0, -1), (-1, 0)]",v1633,False,"[(0, -1), (-1, 0)]","(103, -67)",[],79,2791
"[(1, 0)]",v1634,False,"[(1, 0)]","(115, 63)",[],69,2792
"[(0, -1), (1, 0), (-1, -1)]",v1635,False,"[(0, -1), (1, 0), (-1, -1)]","(85, 77)",[],71,2793
"[(-1, 0)]",v1636,False,"[(-1, 0)]","(53, -12)",[],37,2794
"[(1, 0), (4, -1)]",v1637,False,"[(1, 0)]","(18, 29)","[(3, 2), (3, 1), (2, 1), (2, 3), (4, 1)]",41,2795
"[(1, 0)]",v1638,False,"[(1, 0)]","(7, 1)","[(5, -1), (5, -2), (-4, -1), (-3, -1), (2, -1), (3, -1), (3, -2), (-5, -1), (-2, -1), (4, -1)]",5,2796
"[(-1, 0), (-2, -1)]",v1639,False,"[(-1, 0)]","(24, -25)",[],41,2797
"[(-4, -1), (-1, -4), (-3, -2), (-1, -2), (-3, -4), (-2, -3), (-1, -3), (-5, -1), (-2, -1), (-4, -3), (0, -1), (-3, -1)]",v1640,False,"[(0, -1)]","(16, -15)","[(1, -3), (-2, 1), (2, -3), (1, -2), (-3, 1), (-4, 1), (1, -1), (-3, 2)]",25,2798
[],v1641,False,[],"(44, 17)",[],41,2799
[],v1642,False,[],"(4, -47)",[],53,2800
"[(1, 0), (-1, -1)]",v1643,False,"[(1, 0), (-1, -1)]","(51, 25)","[(-2, -1)]",35,2801
"[(0, -1), (2, -3), (-4, -1), (-3, -1), (2, -1), (-2, -1), (-3, -2), (-2, -3), (3, -2), (-5, -1), (-1, -2), (1, -3), (1, -2), (-1, -3)]",v1644,False,"[(0, -1)]","(22, -5)","[(-5, 1), (3, -1), (4, -1)]",15,2802
"[(-3, -1), (-3, -2), (1, 0), (-1, -1), (-2, -1)]",v1645,False,"[(1, 0), (-1, -1)]","(85, 9)",[],71,2803
"[(0, -1), (1, 0), (-1, -2)]",v1646,False,"[(0, -1), (1, 0)]","(59, 49)",[],57,2804
"[(1, 0)]",v1647,False,"[(1, 0)]","(43, 46)",[],71,2805
"[(0, -1), (1, 0)]",v1648,False,"[(0, -1), (1, 0)]","(71, 17)",[],63,2806
"[(1, 0)]",v1649,False,"[(1, 0)]","(1, 44)",[],55,2807
"[(1, 0), (1, -1)]",v1650,False,"[(1, 0), (1, -1)]","(45, 1)",[],35,2808
"[(1, -1), (-1, 0)]",v1651,False,"[(1, -1), (-1, 0)]","(89, -6)",[],71,2809
"[(-5, 1), (-1, 0), (-4, 1), (1, -1)]",v1652,False,"[(-1, 0), (1, -1)]","(39, -17)","[(4, -3), (2, -1), (3, -2), (-5, 2)]",25,2810
"[(1, 0)]",v1653,False,"[(1, 0)]","(31, 5)",[],25,2811
"[(1, 0)]",v1654,False,"[(1, 0)]","(56, 45)",[],61,2812
[],v1655,False,[],"(94, 7)",[],103,2813
"[(0, -1), (-1, 0)]",v1656,False,"[(0, -1), (-1, 0)]","(75, -7)",[],53,2814
"[(2, -3), (-1, 0), (0, -1), (3, -2), (-1, -3), (-1, -2), (1, -3)]",v1657,False,"[(-1, 0), (0, -1)]","(67, -10)",[],39,2815
"[(-4, -1), (-1, -1)]",v1658,False,"[(-1, -1)]","(3, -26)","[(-3, -4), (-1, 3), (-1, -3), (-1, -4), (-1, 4)]",29,2816
"[(0, -1)]",v1659,False,"[(0, -1)]","(82, -17)",[],97,2817
"[(1, -1), (-1, 0)]",v1660,False,"[(1, -1), (-1, 0)]","(103, -87)",[],81,2818
"[(1, 0)]",v1661,False,"[(1, 0)]","(39, 35)",[],47,2819
"[(1, 0)]",v1662,False,"[(1, 0)]","(107, 23)",[],77,2820
"[(4, -3), (2, -1), (3, -2), (-1, 0)]",v1663,False,"[(-1, 0)]","(4, -1)","[(3, -1)]",3,2821
"[(0, -1), (-1, 0)]",v1664,False,"[(0, -1), (-1, 0)]","(99, -17)",[],67,2822
"[(-1, 0)]",v1665,False,"[(-1, 0)]","(25, -23)",[],39,2823
"[(-4, -1), (-3, -1), (3, -1), (-2, -1), (1, 0), (4, -1)]",v1666,False,"[(1, 0)]","(16, 1)",[],11,2824
"[(-1, 0), (-4, -3), (-2, -1), (-1, -1), (-1, -3), (-2, -3), (-5, -2), (-1, -2), (-3, -2)]",v1667,False,"[(-1, 0), (-1, -1)]","(12, -25)","[(-2, 3), (1, -3)]",31,2825
"[(-1, 0)]",v1668,False,"[(-1, 0)]","(117, -73)",[],85,2826
"[(4, -3), (-1, 0), (2, -1), (3, -2)]",v1669,False,"[(-1, 0)]","(5, -1)","[(5, -2), (3, -1), (4, -1)]",3,2827
"[(-2, -3), (-1, -3), (-1, -2)]",v1670,False,[],"(1, -3)","[(-2, 3), (-1, 2), (-3, 2)]",3,2828
"[(-4, -1), (-3, -1), (-2, -1), (-3, -2), (-1, 0)]",v1671,False,"[(-1, 0)]","(15, -23)","[(-2, 1), (-2, 3), (-3, 1), (-4, 1), (-3, 2)]",35,2829
"[(1, 0), (2, -1)]",v1672,False,"[(1, 0)]","(4, 5)",[],9,2830
"[(1, 0), (-1, -1)]",v1673,False,"[(1, 0), (-1, -1)]","(102, 31)",[],73,2831
"[(0, -1), (-1, 0)]",v1674,False,"[(0, -1), (-1, 0)]","(76, -17)",[],63,2832
"[(-1, 0)]",v1675,False,"[(-1, 0)]","(3, -5)",[],7,2833
"[(1, 0)]",v1676,False,"[(1, 0)]","(0, 1)","[(1, 2), (5, -1), (3, 2), (1, 3), (1, -2), (6, 1), (3, 1), (5, 2), (3, -2), (6, -1), (2, 3), (3, -1), (2, -1), (5, 1), (1, -1), (4, 1), (4, -1)]",2,2834
"[(1, 0)]",v1677,False,"[(1, 0)]","(38, 13)",[],25,2835
"[(2, -3), (-3, -2), (-4, -1), (-3, -1), (1, -1), (-2, -1), (-1, -4), (-1, -3), (3, -4), (1, -4), (-1, -2), (1, -3), (1, -2), (-2, -3)]",v1678,False,"[(1, -1)]","(22, -5)","[(4, -3), (2, -1), (3, -1), (3, -2), (4, -1)]",23,2836
"[(-1, 0)]",v1679,False,"[(-1, 0)]","(83, -10)",[],59,2837
"[(0, -1), (1, 0)]",v1680,False,"[(0, -1), (1, 0)]","(52, 71)",[],75,2838
"[(-3, 1), (-1, 0), (0, -1)]",v1681,False,"[(-1, 0), (0, -1)]","(39, -19)","[(2, -1)]",27,2839
"[(5, -1), (5, -2), (-4, -1), (-3, -1), (-2, -1), (-1, -1), (3, -2), (6, -1), (-3, -2), (3, -1), (-1, -2), (0, -1), (1, 0), (1, -2), (4, -1)]",v1682,False,"[(1, 0)]","(7, 1)","[(-6, -1), (-5, -1)]",3,2840
"[(-1, 0)]",v1683,False,"[(-1, 0)]","(5, -1)","[(-3, -1), (-3, -2), (-5, -1), (-2, -1), (-4, -1)]",3,2841
[],v1684,False,[],"(1, -3)","[(-1, 1), (-5, 1), (-2, 3), (-1, 2), (-2, 1), (-3, 1), (-4, 1), (-3, 2)]",3,2842
"[(1, 0), (-1, -1)]",v1685,False,"[(1, 0), (-1, -1)]","(94, 11)",[],77,2843
"[(2, -1), (1, -1), (-1, 0)]",v1686,False,"[(1, -1), (-1, 0)]","(25, -9)",[],34,2844
"[(-3, -4), (-4, -3), (-1, -1), (-3, -2), (-2, -1), (1, 0), (4, -1)]",v1687,False,"[(-1, -1), (1, 0)]","(95, 36)","[(3, 1), (4, 1)]",67,2845
"[(1, 0), (-1, -1)]",v1688,False,"[(1, 0), (-1, -1)]","(101, 89)",[],61,2846
"[(0, -1), (-1, 0)]",v1689,False,"[(0, -1), (-1, 0)]","(47, -15)",[],35,2847
"[(1, 0), (1, -1)]",v1690,'K7_59',"[(1, 0), (1, -1)]","(82, 1)",[],63,2848
"[(0, -1), (-1, 0)]",v1691,False,"[(0, -1), (-1, 0)]","(11, -5)",[],11,2849
"[(-1, 0), (-1, -1)]",v1692,False,"[(-1, 0), (-1, -1)]","(19, -1)",[],32,2850
"[(-3, -2), (-1, 0), (-2, -3), (-1, -1)]",v1693,False,"[(-1, 0), (-1, -1)]","(64, -19)",[],57,2851
"[(0, -1), (1, 0)]",v1694,False,"[(0, -1), (1, 0)]","(101, 61)",[],79,2852
"[(5, -2), (5, -1), (2, -1), (3, -1), (3, -2), (1, 0), (4, -1)]",v1695,False,"[(1, 0)]","(5, 1)","[(-4, -1), (-3, -1)]",3,2853
"[(-1, 0), (-1, -1)]",v1696,False,"[(-1, 0), (-1, -1)]","(73, -43)",[],79,2854
"[(1, 0)]",v1697,False,"[(1, 0)]","(1, 3)","[(5, -1), (3, 2), (3, 1), (2, 1), (6, -1), (5, 1), (4, 1)]",3,2855
"[(5, -1), (2, -3), (2, -1), (3, -1), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v1698,False,"[(1, 0)]","(5, 1)",[],3,2856
"[(0, -1), (-1, 0)]",v1699,False,"[(0, -1), (-1, 0)]","(16, -23)",[],25,2857
"[(5, -1), (2, -3), (-5, -1), (-4, -1), (-3, -1), (2, -1), (-1, 0), (-1, -2), (3, -1), (-3, -2), (-1, -3), (3, -2), (-5, -2), (-2, -1), (1, -3), (1, -2), (4, -1), (-2, -3)]",v1700,False,"[(-1, 0)]","(52, -5)",[],25,2858
"[(2, -3), (1, -1), (-1, 0)]",v1701,False,"[(1, -1), (-1, 0)]","(80, -73)",[],63,2859
"[(1, 0)]",v1702,False,"[(1, 0)]","(27, 25)",[],33,2860
"[(-4, -1), (-3, -2), (2, -1), (3, -2), (-3, -1), (3, -1), (-2, -1), (4, -1), (-1, 0)]",v1703,False,"[(-1, 0)]","(22, -1)",[],15,2861
"[(0, -1), (-1, 0)]",v1704,False,"[(0, -1), (-1, 0)]","(26, -1)",[],40,2862
"[(0, -1), (-1, 0)]",v1705,False,"[(0, -1), (-1, 0)]","(43, -75)",[],69,2863
"[(-1, -1), (-2, -3), (-1, -4), (3, -1), (1, 0), (4, -1)]",v1706,False,"[(-1, -1), (1, 0)]","(24, 1)","[(-4, -1), (-3, -1), (-2, -1), (-3, -2)]",23,2864
"[(1, 0), (-1, -1)]",v1707,False,"[(1, 0), (-1, -1)]","(113, 65)",[],77,2865
"[(-1, 0)]",v1708,False,"[(-1, 0)]","(32, -25)",[],33,2866
"[(0, -1), (-1, 0)]",v1709,'K7_60',"[(0, -1), (-1, 0)]","(89, -1)",[],69,2867
"[(1, -1)]",v1710,False,"[(1, -1)]","(99, -95)",[],71,2868
"[(-1, 0), (3, -2)]",v1711,False,"[(-1, 0)]","(80, -37)","[(-3, 1), (2, -1)]",49,2869
"[(1, 0)]",v1712,False,"[(1, 0)]","(23, 64)",[],83,2870
"[(1, 0)]",v1713,False,"[(1, 0)]","(41, 24)",[],41,2871
"[(-1, -1), (-1, -3), (-2, -3), (-1, -2)]",v1714,False,"[(-1, -1)]","(36, 19)",[],33,2872
"[(1, 0), (1, -1)]",v1715,False,"[(1, 0), (1, -1)]","(95, 13)",[],77,2873
"[(-1, -1), (-1, 0), (-2, -1)]",v1716,'K7_61',"[(-1, -1), (-1, 0)]","(75, -1)",[],57,2874
"[(0, -1), (-1, 0)]",v1717,False,"[(0, -1), (-1, 0)]","(8, -5)",[],9,2875
"[(1, 0)]",v1718,'K7_62',"[(1, 0)]","(93, 1)",[],73,2876
"[(1, 0)]",v1719,False,"[(1, 0)]","(7, 5)","[(5, 1), (3, 1), (4, 1)]",13,2877
"[(0, -1), (-1, 0)]",v1720,False,"[(0, -1), (-1, 0)]","(53, -37)",[],43,2878
"[(3, 2), (3, 1), (4, 1), (2, -1), (2, -3), (3, -2), (3, -1), (4, 3), (1, -3), (1, 0), (1, -2)]",v1721,False,"[(1, 0)]","(1, 4)","[(1, 3), (2, 3), (3, 4)]",11,2879
"[(0, -1), (-1, 1), (-1, 0)]",v1722,False,"[(0, -1), (-1, 1), (-1, 0)]","(65, -92)",[],83,2880
"[(1, 0)]",v1723,False,"[(1, 0)]","(34, 79)",[],71,2881
"[(1, -1), (-1, 0)]",v1724,False,"[(1, -1), (-1, 0)]","(121, -41)",[],79,2882
"[(-1, 0), (-3, -1), (-2, -1), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (-3, -2)]",v1725,False,"[(-1, 0)]","(18, -41)",[],43,2883
"[(1, 0), (-1, -1)]",v1726,False,"[(1, 0), (-1, -1)]","(110, 51)",[],69,2884
"[(4, -3), (5, -2), (2, -1), (2, -3), (3, -1), (3, -2), (3, -4), (1, -4), (1, -3), (1, 0), (4, -1)]",v1727,False,"[(1, 0)]","(1, 3)","[(3, 2), (1, 2), (3, 1), (2, 1)]",11,2885
"[(-1, 0)]",v1728,'K7_63',"[(-1, 0)]","(73, -1)",[],55,2886
"[(1, -3), (2, -3), (1, -1), (1, 0)]",v1729,False,"[(1, -1), (1, 0)]","(54, 29)",[],49,2887
"[(-1, 0)]",v1730,False,"[(-1, 0)]","(3, -8)","[(-1, 1), (-4, -1), (-2, -1), (-1, -1), (-3, -1), (-6, -1), (-5, -1), (0, -1), (-5, -2)]",11,2888
"[(1, 0), (1, -1)]",v1731,False,"[(1, 0), (1, -1)]","(11, 6)",[],22,2889
"[(5, -1), (4, -3), (2, -3), (-4, -1), (-3, -2), (-2, -1), (2, -1), (5, -2), (-1, -2), (3, -2), (-3, -1), (-1, -3), (3, -1), (-2, -3), (1, -4), (-1, -1), (1, -3), (1, 0), (1, -2), (4, -1)]",v1732,False,"[(1, 0)]","(39, 4)",[],23,2890
"[(-1, 0)]",v1733,False,"[(-1, 0)]","(94, -19)",[],79,2891
"[(0, -1), (-1, 1), (-1, 0)]",v1734,False,"[(0, -1), (-1, 1), (-1, 0)]","(43, -88)",[],87,2892
"[(1, 0)]",v1735,False,"[(1, 0)]","(83, 4)",[],63,2893
"[(2, -3), (0, -1), (-1, -3), (-1, -4), (1, -4), (-1, -2), (1, -3), (1, 0)]",v1736,False,"[(0, -1), (1, 0)]","(5, 1)",[],3,2894
[],v1737,False,[],"(4, 3)","[(5, -1), (2, -1), (3, -1), (3, -2), (1, -1), (4, -1)]",3,2895
"[(3, -1), (2, -3), (1, -3), (2, -1), (3, -2), (-1, -4), (-2, -3), (-1, -3), (-1, -2), (0, -1), (1, 0), (1, -2), (4, -1)]",v1738,False,"[(0, -1), (1, 0)]","(41, 14)","[(-4, -3), (4, 1)]",33,2896
"[(0, -1), (-1, 0)]",v1739,False,"[(0, -1), (-1, 0)]","(79, -25)",[],75,2897
"[(-3, -1), (-4, -1), (-1, 0)]",v1740,False,"[(-1, 0)]","(49, -3)",[],35,2898
"[(-1, -2), (-1, -1), (-2, -3)]",v1741,False,"[(-1, -1)]","(69, -2)","[(-3, -2), (-2, -1)]",71,2899
"[(2, -3), (2, -1), (-1, 0), (3, -2)]",v1742,False,"[(-1, 0)]","(61, -9)",[],35,2900
"[(1, -1), (-1, 0)]",v1743,False,"[(1, -1), (-1, 0)]","(7, -4)",[],5,2901
"[(0, -1), (1, 0)]",v1744,False,"[(0, -1), (1, 0)]","(97, 51)",[],105,2902
"[(0, -1), (1, 0)]",v1745,False,"[(0, -1), (1, 0)]","(33, 25)",[],35,2903
"[(-3, -4), (0, -1), (-1, -3), (-1, -4), (-2, -3), (-1, -1), (1, -3), (1, 0)]",v1746,False,"[(0, -1), (-1, -1), (1, 0)]","(74, 61)",[],69,2904
"[(0, -1), (-1, -3), (-1, -2)]",v1747,False,"[(0, -1)]","(47, 25)",[],43,2905
"[(0, -1), (1, 0)]",v1748,False,"[(0, -1), (1, 0)]","(53, 1)",[],41,2906
"[(1, 0)]",v1749,False,"[(1, 0)]","(42, 59)",[],87,2907
"[(-1, 0)]",v1750,False,"[(-1, 0)]","(13, -73)",[],89,2908
"[(1, 0)]",v1751,False,"[(1, 0)]","(0, 1)",[],6,2909
"[(-4, -1), (-3, -1), (3, -2), (3, -1), (-5, -1), (4, -1), (-1, 0)]",v1752,False,"[(-1, 0)]","(40, -3)",[],27,2910
"[(0, -1), (-1, 0)]",v1753,False,"[(0, -1), (-1, 0)]","(61, -55)",[],71,2911
"[(0, -1), (1, 0)]",v1754,False,"[(0, -1), (1, 0)]","(71, 33)",[],63,2912
"[(-1, 0), (-1, -1)]",v1755,False,"[(-1, 0), (-1, -1)]","(86, -9)",[],81,2913
"[(1, 0)]",v1756,False,"[(1, 0)]","(11, 2)","[(4, -1), (3, -1)]",7,2914
"[(1, -1), (-1, 0)]",v1757,False,"[(1, -1), (-1, 0)]","(93, -50)","[(-2, 1)]",73,2915
"[(0, -1), (1, 0)]",v1758,False,"[(0, -1), (1, 0)]","(111, 19)",[],75,2916
"[(1, 0)]",v1759,False,"[(1, 0)]","(103, 8)",[],87,2917
"[(-1, 0)]",v1760,False,"[(-1, 0)]","(25, -83)",[],81,2918
"[(5, -1), (5, -2), (2, -3), (1, -2), (3, -2), (3, -1), (4, -3), (1, -3), (1, 0), (4, -1)]",v1761,False,"[(1, 0)]","(17, 15)","[(3, 1), (3, 2), (-1, -3), (2, 1), (-1, -2), (4, 1), (-2, -3)]",17,2919
"[(0, -1), (1, 0)]",v1762,False,"[(0, -1), (1, 0)]","(37, 29)",[],31,2920
"[(1, -3), (1, 0), (0, -1)]",v1763,False,"[(1, 0), (0, -1)]","(73, 11)",[],43,2921
"[(0, -1), (-1, 0)]",v1764,False,"[(0, -1), (-1, 0)]","(1, -4)",[],11,2922
"[(0, -1), (1, 0)]",v1765,False,"[(0, -1), (1, 0)]","(109, 9)",[],93,2923
